movieId,title,release_date,video_release_date,imdb_url,imdb_title_id,original_title,year,date_published,genres,duration,country,language,director,screen writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,productionId_x,volume,remaining_volume
133,Gone with the Wind,1-Jan-39,,http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939),tt0031381,Gone with the Wind,1939,9/4/42,"Drama, History, Romance",238,USA,English,"Victor Fleming, George Cukor","Margaret Mitchell, Sidney Howard",Selznick International Pictures,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes, Ann Rutherford, George Reeves, Fred Crane, Hattie McDaniel, Oscar Polk, Butterfly McQueen, Victor Jory, Everett Brown, Howard Hickman, Alicia Rhett, Leslie Howard",A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,8.1,269664,"$3,977,000 ","$200,852,579 ","$402,352,579 ",97,808,183,55,1,1
607,Rebecca,1-Jan-40,,http://us.imdb.com/M/title-exact?Rebecca%20(1940),tt0032976,Rebecca,1940,4/12/40,"Drama, Mystery, Romance",130,USA,"English, French",Alfred Hitchcock,"Daphne Du Maurier, Robert E. Sherwood",Selznick International Pictures,"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson, Nigel Bruce, Reginald Denny, C. Aubrey Smith, Gladys Cooper, Florence Bates, Melville Cooper, Leo G. Carroll, Leonard Carey, Lumsden Hare, Edward Fielding, Philip Winter",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,8.1,113426,"$1,288,000 ",,"$72,275 ",,316,197,55,1,1
608,Spellbound,1-Jan-45,,http://us.imdb.com/M/title-exact?Spellbound%20(1945),tt0038109,Spellbound,1945,12/28/45,"Film-Noir, Mystery, Romance",111,USA,English,Alfred Hitchcock,"Ben Hecht, John Palmer",Selznick International Pictures,"Ingrid Bergman, Gregory Peck, Michael Chekhov, Leo G. Carroll, Rhonda Fleming, John Emery, Norman Lloyd, Bill Goodwin, Steven Geray, Donald Curtis, Wallace Ford, Art Baker, Regis Toomey, Paul Harvey",A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,7.6,40166,"$1,696,377 ",,"$19,000 ",,175,115,55,1,1
134,Citizen Kane,1-Jan-41,,http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941),tt0033467,Citizen Kane,1941,4/17/42,"Drama, Mystery",119,USA,"English, Italian",Orson Welles,"Herman J. Mankiewicz, Orson Welles",RKO Radio Pictures,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick, Ray Collins, Erskine Sanford, Everett Sloane, William Alland, Paul Stewart, George Coulouris, Fortunio Bonanova, Gus Schilling, Philip Van Zandt, Georgia Backus, Harry Shannon","Following the death of publishing tycoon, Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",8.3,371943,"$839,727 ","$1,585,634 ","$1,594,107 ",100,1371,265,56,1,1
278,Bed of Roses,1-Jan-96,,http://us.imdb.com/M/title-exact?Bed%20of%20Roses%20(1996),tt0023786,Bed of Roses,1933,7/14/33,"Comedy, Drama, Romance",67,USA,English,Gregory La Cava,"Wanda Tuchock, Gregory La Cava",RKO Radio Pictures,"Constance Bennett, Joel McCrea, John Halliday, Pert Kelton, Samuel S. Hinds, Franklin Pangborn, Tom Herbert","A former prostitute, determined to reform upon leaving prison, falls in love with a cotton barge owner and must choose between him and her banker lover.",6.4,661,,,,,16,8,56,1,1
489,Notorious,1-Jan-46,,http://us.imdb.com/M/title-exact?Notorious%20(1946),tt0038787,Notorious,1946,9/6/46,"Drama, Film-Noir, Romance",102,USA,"English, French, Portuguese",Alfred Hitchcock,Ben Hecht,RKO Radio Pictures,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern, Leopoldine Konstantin, Reinhold Schünzel, Moroni Olsen, Ivan Triesault, Alexis Minotis, Wally Brown, Charles Mendl, Ricardo Costa, E.A. Krumschmidt, Fay Baker",A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,7.9,86712,"$2,000,000 ",,"$113,061 ",100,329,135,56,1,1
497,Bringing Up Baby,1-Jan-38,,http://us.imdb.com/M/title-exact?Bringing%20Up%20Baby%20(1938),tt0029947,Bringing Up Baby,1938,2/18/38,"Comedy, Family, Romance",102,USA,English,Howard Hawks,"Dudley Nichols, Hagar Wilde",RKO Radio Pictures,"Katharine Hepburn, Cary Grant, Charles Ruggles, Walter Catlett, Barry Fitzgerald, May Robson, Fritz Feld, Leona Roberts, George Irving, Tala Birell, Virginia Walker, John Kelly","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",7.9,51908,"$1,073,000 ",,"$11,180 ",91,281,83,56,1,1
674,Cat People,1-Jan-82,,http://us.imdb.com/M/title-exact?Cat%20People%20(1982),tt0034587,Cat People,1942,12/25/42,"Fantasy, Horror, Thriller",73,USA,"English, Czech, Serbian",Jacques Tourneur,DeWitt Bodeen,RKO Radio Pictures,"Simone Simon, Kent Smith, Tom Conway, Jane Randolph, Jack Holt",An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,7.3,18110,"$134,000 ",,,,155,119,56,1,1
699,Little Women,1-Jan-94,,http://us.imdb.com/M/title-exact?Little%20Women%20(1994),tt0024264,Little Women,1933,2/22/35,"Drama, Family, Romance",115,USA,"English, German",George Cukor,"Louisa May Alcott, Sarah Y. Mason",RKO Radio Pictures,"Katharine Hepburn, Joan Bennett, Paul Lukas, Edna May Oliver, Jean Parker, Frances Dee, Henry Stephenson, Douglass Montgomery, John Lodge, Spring Byington, Samuel S. Hinds, Mabel Colcord, Marion Ballou, Nydia Westman, Harry Beresford",A chronicle of the lives of a group of sisters growing up in nineteenth-century America.,7.2,5696,"$424,000 ",,,,54,28,56,1,1
707,Enchanted April,1-Jan-91,,http://us.imdb.com/M/title-exact?Enchanted%20April%20(1991),tt0026313,Enchanted April,1935,2/1/35,"Comedy, Drama, Romance",66,USA,"English, Italian",Harry Beaumont,"Samuel Hoffenstein, Ray Harris",RKO Radio Pictures,"Ann Harding, Frank Morgan, Katharine Alexander, Reginald Owen, Jane Baxter, Ralph Forbes, Jessie Ralph, Charles Judels, Rafaela Ottiano","For Lotty Wilkins, romance is no longer part of her marriage. In an effort to find what's missing from her life, she and three other women rent an Italian villa for the month of April, ...",5.8,215,,,,,11,3,56,1,1
848,"Murder, My Sweet",1-Jan-44,,"http://us.imdb.com/M/title-exact?Murder,%20My%20Sweet%20(1944)",tt0037101,"Murder, My Sweet",1944,2/22/45,"Crime, Drama, Film-Noir",95,USA,English,Edward Dmytryk,"John Paxton, Raymond Chandler",RKO Radio Pictures,"Dick Powell, Claire Trevor, Anne Shirley, Otto Kruger, Mike Mazurki, Miles Mander, Douglas Walton, Donald Douglas, Ralf Harolde, Esther Howard","After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",7.6,11107,"$400,000 ",,,,118,61,56,1,1
1064,Crossfire,1-Jan-47,,http://us.imdb.com/M/title-exact?Crossfire%20(1947),tt0039286,Crossfire,1947,8/15/47,"Crime, Drama, Film-Noir",86,USA,English,Edward Dmytryk,"John Paxton, Richard Brooks",RKO Radio Pictures,"Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame, Paul Kelly, Sam Levene, Jacqueline White, Steve Brodie, George Cooper, Richard Benedict, Tom Keene, William Phipps, Lex Barker, Marlo Dwyer","A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?",7.3,6772,"$250,000 ",,,,77,43,56,1,1
1203,Top Hat,1-Jan-35,,http://us.imdb.com/M/title-exact?Top%20Hat%20(1935),tt0027125,Top Hat,1935,4/10/36,"Comedy, Musical, Romance",101,USA,"English, Italian",Mark Sandrich,"Dwight Taylor, Allan Scott",RKO Radio Pictures,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes, Eric Blore, Helen Broderick","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",7.8,16053,"$609,000 ",,,,109,54,56,1,1
1397,Of Human Bondage,1-Jan-34,,http://us.imdb.com/M/title-exact?Of%20Human%20Bondage%20(1934),tt0025586,Of Human Bondage,1934,7/20/34,"Drama, Romance",83,USA,English,John Cromwell,"Lester Cohen, W. Somerset Maugham",RKO Radio Pictures,"Leslie Howard, Bette Davis, Frances Dee, Kay Johnson, Reginald Denny, Alan Hale, Reginald Sheffield, Reginald Owen, Desmond Roberts, Charles Coleman, Frank Mills, Pat Somerset",A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,7.2,5625,"$403,000 ",,,,96,35,56,1,1
137,Big Night,20-Sep-96,,http://us.imdb.com/M/title-exact?Big%20Night%20(1996),tt0115678,Big Night,1996,9/20/96,"Drama, Romance",109,USA,"English, Italian","Campbell Scott, Stanley Tucci","Stanley Tucci, Joseph Tropiano",Rysher Entertainment,"Marc Anthony, Tony Shalhoub, Stanley Tucci, Larry Block, Caroline Aaron, Andre Belgrader, Minnie Driver, Peter McRobbie, Isabella Rossellini, Liev Schreiber, Pasquale Cajano, Christine Tucci, Gene Canfield, Ian Holm, Allison Janney","New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.",7.3,15721,"$4,100,000 ","$12,008,376 ","$12,008,376 ",80,96,56,57,1,1
410,Kingpin,12-Jul-96,,http://us.imdb.com/M/title-exact?Kingpin%20(1996),tt0116778,Kingpin,1996,7/12/96,"Comedy, Sport",114,USA,English,"Bobby Farrelly, Peter Farrelly","Barry Fanaro, Mort Nathan",Rysher Entertainment,"Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye, Zen Gesner, Prudence Wright Holmes, Rob Moran, Daniel Greene, Will Rothhaar, Mark Charpentier, Brad Faxon","A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",6.9,72921,"$27,000,000 ","$25,023,434 ","$25,023,434 ",43,198,65,57,1,1
776,Three Wishes,1-Jan-95,,http://us.imdb.com/M/title-exact?Three%20Wishes%20(1995),tt0114663,Three Wishes,1995,10/27/95,"Drama, Fantasy",115,USA,English,Martha Coolidge,"Clifford Green, Ellen Green",Rysher Entertainment,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, Seth Mumy, David Marshall Grant, Jay O. Sanders, Michael O'Keefe, John Diehl, Diane Venora, David Zahorsky, Brian Flannery, Brock Pierce, Davin Jacob Carey, David Hart, Scott Patterson","In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",6.1,2526,"$10,000,000 ","$7,027,517 ","$7,027,517 ",,32,15,57,1,1
1011,2 Days in the Valley,27-Sep-96,,http://us.imdb.com/M/title-exact?2%20Days%20in%20the%20Valley%20(1996),tt0115438,2 Days in the Valley,1996,11/8/96,"Comedy, Crime, Thriller",104,USA,"English, Vietnamese",John Herzfeld,John Herzfeld,Rysher Entertainment,"Danny Aiello, Greg Cruttwell, Jeff Daniels, Teri Hatcher, Glenne Headly, Peter Horton, Marsha Mason, Paul Mazursky, James Spader, Eric Stoltz, Charlize Theron, Keith Carradine, Louise Fletcher, Austin Pendleton, Kathleen Luong",48 hours of intersecting lives and crimes in Los Angeles.,6.5,17620,,"$11,132,210 ","$11,132,210 ",,114,55,57,1,1
1092,Dear God,1-Nov-96,,http://us.imdb.com/M/title-exact?Dear%20God%20(1996),tt0116059,Dear God,1996,11/1/96,Comedy,112,USA,English,Garry Marshall,"Warren Leight, Ed Kaplan",Rysher Entertainment,"Greg Kinnear, Laurie Metcalf, Maria Pitillo, Tim Conway, Hector Elizondo, Jon Seda, Roscoe Lee Browne, Anna Maria Horsford, Kathleen Marshall, Isadora O'Boto, Felix Pire, Donal Logue, Sam McMurray, Nancy Marchand, Larry Miller","When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",5.5,3497,"$22,000,000 ","$7,138,523 ","$7,138,523 ",,37,19,57,1,1
1550,Destiny Turns on the Radio,1-Jan-95,,http://us.imdb.com/M/title-exact?Destiny%20Turns%20on%20the%20Radio%20(1995),tt0112854,Destiny Turns on the Radio,1995,4/28/95,"Crime, Comedy, Fantasy",102,USA,English,Jack Baran,"Robert Ramsey, Matthew Stone",Rysher Entertainment,"Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino, Jim Belushi, Janet Carroll, David Cross, Richard Edson, Bobcat Goldthwait, Barry Shabaka Henley, Lisa Jane Persky, Sarah Trigger, Tracey Walter, Allen Garfield, Ralph Brannen","Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can ...",4.5,2140,,"$1,176,982 ","$1,176,982 ",,30,16,57,1,1
140,Homeward Bound: The Incredible Journey,1-Jan-93,,http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993),tt0107131,Homeward Bound: The Incredible Journey,1993,10/22/93,"Adventure, Comedy, Drama",84,USA,English,Duwayne Dunham,"Sheila Burnford, Caroline Thompson",Touchwood Pacific Partners 1,"Don Alder, Ed Bernard, Kevin Chevalia, Anne Christianson, Ted D'Arms, Woody Eney, Kim Greist, Rich Hawkins, Robert Hays, Nurmi Husa, Jane Jones, Veronica Lauren, David MacIntyre, Kit McDonough, Mary Marsh",Three pets escape from a California ranch to find their owners in San Francisco.,6.9,39595,,"$41,833,324 ","$41,833,324 ",,78,29,58,1,1
141,"20,000 Leagues Under the Sea",1-Jan-54,,"http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)",tt0006333,"20,000 Leagues Under the Sea",1916,12/24/16,"Action, Adventure, Sci-Fi",105,USA,English,Stuart Paton,Jules Verne,Williamson Submarine Film Corporation,"Dan Hanlon, Edna Pendleton, Curtis Benton, Allen Holubar, Matt Moore, Jane Gail, Howard Crampton, William Welsh, Lois Alexander, Wallis Clark",A French professor and his daughter accompany Captain Nemo on an adventure aboard a submarine.,6.2,1440,"$200,000 ",,,,26,16,59,1,1
146,Unhook the Stars,30-Oct-96,,http://us.imdb.com/M/title-exact?Unhook%20the%20Stars%20(1996),tt0118044,Unhook the Stars,1996,9/4/96,"Drama, Romance",103,"France, USA",English,Nick Cassavetes,"Helen Caldwell, Nick Cassavetes",Hachette Première,"Gena Rowlands, Marisa Tomei, Gérard Depardieu, Jake Lloyd, Moira Kelly, David Sherrill, David Thornton, Bridgette Wilson-Sampras, Bobby Cooper, Clint Howard, David Rowlands, Jamie Bozian, Christy Lenk, Brittney Lewis, Vinnie Curto","Character study about Mildred, an elderly woman who has spent her life caring for others. When her daughter finally leaves home, she finds that, for the first time in her life, she has ...",6.5,1988,,"$272,542 ","$272,542 ",,22,20,60,1,1
150,Swingers,18-Oct-96,,http://us.imdb.com/M/title-exact?Swingers%20(1996),tt0117802,Swingers,1996,7/25/97,"Comedy, Drama",96,USA,English,Doug Liman,Jon Favreau,Doug Liman Productions,"Jon Favreau, Vince Vaughn, Ron Livingston, Patrick Van Horn, Alex Désert, Heather Graham, Deena Martin, Katherine Kendall, Brooke Langton, Blake Lindsley, Kevin James Kelly, Stephanie Ittleson, Vernon Vaughn, Joan Favreau, Rio Hackford",Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.,7.2,72071,"$200,000 ","$4,555,020 ","$4,555,020 ",71,268,75,61,1,1
152,Sleeper,1-Jan-73,,http://us.imdb.com/M/title-exact?Sleeper%20(1973),tt0070707,Sleeper,1973,5/31/74,"Comedy, Sci-Fi",89,USA,"English, Yiddish",Woody Allen,"Woody Allen, Marshall Brickman",Jack Rollins & Charles H. Joffe Productions,"Woody Allen, Diane Keaton, John Beck, Mary Gregory, Don Keefer, John McLiam, Bartlett Robinson, Chris Forbes, Mews Small, Peter Hobbs, Susan Miller, Lou Picetti, Jessica Rains, Brian Avery, Spencer Milligan",A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,7.2,38149,"$2,000,000 ","$18,344,729 ","$18,344,729 ",77,137,82,62,1,1
502,Bananas,1-Jan-71,,http://us.imdb.com/M/title-exact?Bananas%20(1971),tt0066808,Bananas,1971,9/15/72,Comedy,82,USA,"English, Spanish, Yiddish, Italian",Woody Allen,"Woody Allen, Mickey Rose",Jack Rollins & Charles H. Joffe Productions,"Woody Allen, Louise Lasser, Carlos Montalbán, Nati Abascal, Jacobo Morales, Miguel Ángel Suárez, David Ortiz Angleró, René Enríquez, Jack Axelrod, Howard Cosell, Roger Grimsby, Don Dunphy, Charlotte Rae, Stanley Ackerman, Dan Frazer","When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",7,32243,"$2,000,000 ",,"$136,200 ",67,110,49,62,1,1
514,Annie Hall,1-Jan-77,,http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977),tt0075686,Annie Hall,1977,12/23/77,"Comedy, Romance",93,USA,"English, German",Woody Allen,"Woody Allen, Marshall Brickman",Jack Rollins & Charles H. Joffe Productions,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Shelley Duvall, Janet Margolin, Colleen Dewhurst, Christopher Walken, Donald Symington, Helen Ludlam, Mordecai Lawner, Joan Neuman, Jonathan Munk, Ruth Volner",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,8,240079,"$4,000,000 ","$38,251,425 ","$38,287,178 ",92,522,143,62,1,1
517,Manhattan,1-Jan-79,,http://us.imdb.com/M/title-exact?Manhattan%20(1979),tt0079522,Manhattan,1979,9/7/79,"Comedy, Drama, Romance",96,USA,English,Woody Allen,"Woody Allen, Marshall Brickman",Jack Rollins & Charles H. Joffe Productions,"Woody Allen, Diane Keaton, Michael Murphy, Mariel Hemingway, Meryl Streep, Anne Byrne Hoffman, Karen Ludwig, Michael O'Donoghue, Victor Truro, Tisa Farrow, Helen Hanft, Bella Abzug, Gary Weis, Kenny Vance, Charles Levin",The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,7.9,123951,"$9,000,000 ","$39,946,780 ","$40,177,318 ",83,258,160,62,1,1
155,Dirty Dancing,1-Jan-87,,http://us.imdb.com/M/title-exact?Dirty%20Dancing%20(1987),tt0092890,Dirty Dancing,1987,11/6/87,"Drama, Music, Romance",100,USA,English,Emile Ardolino,Eleanor Bergstein,Great American Films Limited Partnership,"Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes, Jack Weston, Jane Brucker, Kelly Bishop, Lonny Price, Max Cantor, Charles 'Honi' Coles, Neal Jones, 'Cousin Brucie' Morrow, Wayne Knight, Paula Trueman, Alvin Myerovich","Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",7,182483,"$6,000,000 ","$64,577,242 ","$217,688,008 ",65,443,104,63,1,1
156,Reservoir Dogs,1-Jan-92,,http://us.imdb.com/M/title-exact?Reservoir%20Dogs%20(1992),tt0105236,Reservoir Dogs,1992,3/12/93,"Crime, Drama, Thriller",99,USA,English,Quentin Tarantino,"Quentin Tarantino, Quentin Tarantino",Live Entertainment,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn, Steve Buscemi, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, Rich Turner, David Steen, Tony Cosmo, Stevo Polyi, Michael Sottile","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",8.3,853538,"$1,200,000 ","$2,832,029 ","$2,859,750 ",79,1060,203,64,1,1
157,Platoon,1-Jan-86,,http://us.imdb.com/M/title-exact?Platoon%20(1986),tt0091763,Platoon,1986,5/8/87,"Drama, War",120,"USA, UK","English, Vietnamese",Oliver Stone,Oliver Stone,Hemdale,"Keith David, Forest Whitaker, Francesco Quinn, Kevin Dillon, John C. McGinley, Reggie Johnson, Mark Moses, Corey Glover, Johnny Depp, Chris Pedersen, Bob Orwig, Corkey Ford, David Neidorf, Tom Berenger, Willem Dafoe",A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,8.1,358773,"$6,000,000 ","$138,530,565 ","$138,545,632 ",92,575,133,65,1,1
158,Weekend at Bernie's,1-Jan-89,,http://us.imdb.com/M/title-exact?Weekend%20at%20Bernie's%20(1989),tt0098627,Weekend at Bernie's,1989,6/15/90,"Adventure, Comedy, Crime",97,USA,English,Ted Kotcheff,Robert Klane,Gladden Entertainment,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser, Don Calfa, Catherine Parks, Eloise DeJoria, Gregory Salata, Louis Giambalvo, Ted Kotcheff, Margaret Hall, Timothy Perez, Mark Kenneth Smaltz, Anthony Mannino, Polly Segal","Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",6.4,45433,,"$30,218,387 ","$30,218,387 ",32,109,42,66,1,1
160,Glengarry Glen Ross,1-Jan-92,,http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992),tt0104348,Glengarry Glen Ross,1992,2/26/93,"Crime, Drama, Mystery",100,USA,English,James Foley,"David Mamet, David Mamet",New Line Cinema,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin, Ed Harris, Kevin Spacey, Jonathan Pryce, Bruce Altman, Jude Ciccolella, Paul Butler, Lori Tan Chinn, Neal Jones, Barry Rohrssen, Leigh French, George Cheung",An examination of the machinations behind the scenes at a real estate office.,7.8,90176,"$12,500,000 ","$10,725,228 ","$10,725,228 ",80,390,122,67,1,1
340,Boogie Nights,1-Jan-97,,http://us.imdb.com/M/title-exact?Boogie+Nights+(1997),tt0118749,Boogie Nights,1997,2/27/98,Drama,155,USA,English,Paul Thomas Anderson,Paul Thomas Anderson,New Line Cinema,"Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno, John C. Reilly, Nicole Ari Parker, Don Cheadle, Heather Graham, Mark Wahlberg, William H. Macy, Samson Barkhordarian, Nina Hartley, Brad Braeden, Joanna Gleason, Lawrence Hudd",The story of a young man's adventures in the California pornography industry of the late 1970s and early 1980s.,7.9,223974,"$15,000,000 ","$26,400,640 ","$43,101,594 ",85,593,176,67,1,1
541,Mortal Kombat,1-Jan-95,,http://us.imdb.com/M/title-exact?Mortal%20Kombat%20(1995),tt0113855,Mortal Kombat,1995,12/15/95,"Action, Adventure, Fantasy",101,USA,English,Paul W.S. Anderson,"Ed Boon, John Tobias",New Line Cinema,"Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke, Hakim Alston, Kenneth Edwards, John Fujioka, Daniel Haggard, Sandy Helberg",Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,5.8,95533,"$18,000,000 ","$70,454,098 ","$122,195,920 ",58,313,86,67,1,1
567,Wes Craven's New Nightmare,1-Jan-94,,http://us.imdb.com/M/title-exact?Wes%20Craven's%20New%20Nightmare%20(1994),tt0111686,Wes Craven's New Nightmare,1994,3/31/95,"Fantasy, Horror, Mystery",112,USA,English,Wes Craven,"Wes Craven, Wes Craven",New Line Cinema,"Jeff Davis, Heather Langenkamp, Miko Hughes, Matt Winston, Rob LaBelle, David Newsom, Wes Craven, Marianne Maddalena, Gretchen Oehler, Tracy Middendorf, Cully Fredricksen, Bodhi Elfman, Sam Rubin, Robert Englund, Claudia Haro",A demonic force has chosen Freddy Krueger as its portal to the real world. Can,6.4,47749,"$8,000,000 ","$18,090,181 ","$19,721,741 ",64,290,97,67,1,1
658,Pump Up the Volume,1-Jan-90,,http://us.imdb.com/M/title-exact?Pump%20Up%20the%20Volume%20(1990),tt0100436,Pump Up the Volume,1990,12/20/90,"Comedy, Drama, Music",102,"Canada, USA",English,Allan Moyle,Allan Moyle,New Line Cinema,"Anthony Lucero, Andy Romano, Keith Stuart Thayer, Cheryl Pollak, Jeff Chamberlain, Billy Morrissette, Samantha Mathis, Lala Sloatman, Holly Sampson, Annie Ross, Christian Slater, Annie Rusoff, Jonathan Mazer, Alexander Enberg, Ahmet Zappa",Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,7.2,24871,,"$11,541,758 ","$11,541,758 ",77,125,58,67,1,1
731,"Corrina, Corrina",1-Jan-94,,"http://us.imdb.com/M/title-exact?Corrina,%20Corrina%20(1994)",tt0109484,"Corrina, Corrina",1994,11/25/94,"Comedy, Drama, Romance",115,USA,English,Jessie Nelson,Jessie Nelson,New Line Cinema,"Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino, Ray Liotta, Don Ameche, Larry Miller, Joan Cusack, Juney Ellis, Mimi Lieber, Karen Leigh Hopkins, Lin Shaye, Pearl Huang, Marcus Toji, Louis Mustillo","In 1959, a widower hires a kindly housekeeper/nanny to care for his seven-year-old daughter.",6.6,11678,,"$20,164,171 ","$20,164,171 ",,49,21,67,1,1
758,Lawnmower Man 2: Beyond Cyberspace,1-Jan-96,,http://us.imdb.com/M/title-exact?Lawnmower%20Man%202:%20Beyond%20Cyberspace%20(1996),tt0116839,Lawnmower Man 2: Beyond Cyberspace,1996,1/12/96,"Action, Sci-Fi, Thriller",93,USA,English,Farhad Mann,"Farhad Mann, Michael Miner",New Line Cinema,"Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget, Camille Cooper, Patrick LaBrecque, Crystal Celeste Grant, Sean P. Young, Mathew Valencia, Kevin Conway, Trever O'Brien, Richard Fancy, Ellis Williams, Castulo Guerra, Molly Shannon","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...",2.5,8732,"$15,000,000 ","$2,409,225 ","$2,409,225 ",29,66,37,67,1,1
778,Don Juan DeMarco,1-Jan-95,,http://us.imdb.com/M/title-exact?Don%20Juan%20DeMarco%20and%20the%20Centerfold%20(1995),tt0112883,Don Juan DeMarco,1994,6/9/95,"Comedy, Drama, Romance",97,USA,"English, Spanish",Jeremy Leven,"Lord Byron, Jeremy Leven",New Line Cinema,"Marlon Brando, Johnny Depp, Faye Dunaway, Géraldine Pailhas, Bob Dishy, Rachel Ticotin, Talisa Soto, Marita Geraghty, Richard C. Sarafian, Tresa Hughes, Stephen Singer, Franc Luz, Carmen Argenziano, Jo Champa, Esther Scott","A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",6.7,46261,"$25,000,000 ","$22,150,451 ","$68,792,531 ",63,134,41,67,1,1
800,In the Mouth of Madness,1-Jan-95,,http://us.imdb.com/M/title-exact?In%20the%20Mouth%20of%20Madness%20(1995),tt0113409,In the Mouth of Madness,1994,2/3/95,"Drama, Horror, Mystery",95,USA,English,John Carpenter,Michael De Luca,New Line Cinema,"Sam Neill, Julie Carmen, Jürgen Prochnow, David Warner, John Glover, Bernie Casey, Peter Jason, Charlton Heston, Frances Bay, Wilhelm von Homburg, Kevin Rushton, Gene Mack, Conrad Bergschneider, Marvin Scott, Katherine Ashby",An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,7.2,56022,"$8,000,000 ","$8,924,549 ","$8,924,549 ",53,262,159,67,1,1
